id,nItems,mostFreqStore,mostFreqCat,nCats,preferredBrand,nBrands,nPurch,salesLast3Mon,salesThisMon,daysSinceLastPurch,meanItemPrice,meanShoppingCartValue,customerDuration
811,491,Seattle,Alcohol,62,Bo,156,48,1987.68,961.54,2,4.048228106,41.41,944
812,120,Seattle,Pets,42,Bo,44,14,1116.96,355.66,7,9.308,79.78285714,562
813,139,Jersey,Beverages,37,Veina,85,15,1268.52,678.08,28,9.126043165,84.568,674
815,208,Boston,Alcohol,34,Bo,60,13,1398.98,704.4,7,6.725865385,107.6138462,654
816,412,Orlando,Alcohol,54,Nilima,163,27,1731.9,750.88,2,4.203640777,64.14444444,565
817,28,Columbus,Alcohol,21,Veina,23,2,721.12,495.79,73,25.75428571,360.56,785
818,219,Boston,Baby,31,Veina,51,62,1535.38,672.75,2,7.01086758,24.76419355,624
819,240,SanDiego,Shoes,49,Bo,116,28,1498.58,713.93,2,6.244083333,53.52071429,637
820,155,Seattle,Packagedfood,35,Veina,61,34,1218.84,562.35,3,7.863483871,35.84823529,700
821,198,ColoradoSprings,Shoes,42,Nilima,88,15,1411,623.67,2,7.126262626,94.06666667,479
823,119,Seattle,Baby,33,Nilima,59,21,1152.3,446.29,2,9.683193277,54.87142857,497
824,206,Denver,Packagedfood,43,Bo,96,12,1413.13,703.7,4,6.859854369,117.7608333,635
825,308,Columbus,Packagedfood,51,Bo,99,52,1802.7,906.5,2,5.852922078,34.66730769,816
826,102,SanDiego,Packagedfood,30,Veina,56,22,1172.43,495.76,6,11.49441176,53.29227273,715
827,56,ColoradoSprings,Shoes,18,Nilima,28,6,1000.15,421.32,1,17.85982143,166.6916667,613
828,33,Seattle,Baby,17,Veina,25,10,800.06,363.45,17,24.24424242,80.006,675
829,386,Denver,Alcohol,58,Bo,137,36,1753.57,699.87,1,4.542927461,48.71027778,626
830,133,ColoradoSprings,Shoes,40,Nilima,64,17,1158.7,461.4,2,8.712030075,68.15882353,341
831,72,ColoradoSprings,Alcohol,25,Bo,21,11,797.84,487.91,4,11.08111111,72.53090909,568
832,42,Orlando,Baby,27,Nilima,29,9,751.84,348.13,27,17.90095238,83.53777778,758
833,206,ColoradoSprings,Shoes,38,Bo,79,22,1367.69,528.62,1,6.639271845,62.16772727,721
834,372,Seattle,Baby,50,Tanvi,162,16,1847.15,893.12,6,4.965456989,115.446875,529
837,260,Seattle,Alcohol,44,Bo,101,10,1572.37,943.76,4,6.047576923,157.237,910
838,62,Boston,Alcohol,12,Veina,16,9,950.69,451.21,5,15.33370968,105.6322222,429
839,212,Boston,Clothes,31,Kellest,65,30,1365.57,526.62,2,6.441367925,45.519,565
840,262,Boston,Freshfood,42,Veina,105,25,1792.08,990.29,2,6.84,71.6832,995
841,256,Boston,Shoes,41,Veina,100,38,1377.67,677.95,3,5.381523438,36.25447368,649
842,278,ColoradoSprings,Freshfood,47,Bo,109,23,1520.23,677.49,1,5.468453237,66.09695652,687
843,171,Seattle,Packagedfood,40,Bo,79,31,1432.3,670.92,1,8.376023392,46.20322581,653
844,100,Boston,Shoes,27,Veina,59,14,1146.31,551.37,7,11.4631,81.87928571,601
845,60,Seattle,Alcohol,17,Nilima,35,11,1115.25,597.19,1,18.5875,101.3863636,783
846,29,ColoradoSprings,Baby,14,Veina,18,6,615.26,254.12,7,21.21586207,102.5433333,588
847,84,Boston,Clothes,32,Veina,62,11,1226.41,640.53,3,14.60011905,111.4918182,737
848,277,Denver,Frozenfood,48,Bo,117,35,1646.13,762.5,1,5.942707581,47.03228571,653
849,38,Boston,Baby,18,Bo,25,13,734.31,281.68,1,19.32394737,56.48538462,673
850,40,ColoradoSprings,Packagedfood,15,Bo,15,13,754.32,343.67,3,18.858,58.02461538,622
851,281,Boston,Baby,49,Veina,96,17,1473.43,621.33,2,5.243523132,86.67235294,512
852,537,SanDiego,Alcohol,54,Bo,174,24,1759.87,721.25,2,3.277225326,73.32791667,438
853,143,ColoradoSprings,Shoes,38,Bo,70,7,1198.22,414.06,2,8.379160839,171.1742857,397
854,30,Columbus,Bakery,20,Bo,20,10,839.26,383.47,1,27.97533333,83.926,803
855,394,Jersey,Alcohol,60,Bo,185,24,1795.12,830.45,2,4.556142132,74.79666667,619
856,172,Columbus,Alcohol,32,Nilima,74,24,1427.91,584.65,1,8.301802326,59.49625,529
857,348,Orlando,Baby,52,Bo,132,24,1497.37,605.15,1,4.302787356,62.39041667,600
858,159,Seattle,Frozenfood,47,Bo,62,15,1341.45,685.35,4,8.436792453,89.43,893
859,39,Orlando,Alcohol,15,Veina,21,19,656.9,281.22,1,16.84358974,34.57368421,549
860,328,Denver,Shoes,54,Bo,135,25,1793.61,798.03,21,5.468323171,71.7444,500
861,103,Denver,Pets,35,Nilima,56,13,1229.15,712.51,3,11.93349515,94.55,775
862,38,Honolulu,Baby,17,Bo,26,14,885.26,712.52,4,23.29631579,63.23285714,819
863,235,Seattle,Shoes,45,Bo,118,17,1304.61,713.91,10,5.551531915,76.74176471,554
864,195,Seattle,Shoes,45,Bo,71,11,1439.58,589.13,1,7.382461538,130.8709091,584
865,363,Seattle,Shoes,45,Bo,114,29,1688.47,798.76,1,4.651432507,58.22310345,618
866,125,Columbus,Alcohol,35,Bo,65,14,1088.71,628.2,7,8.70968,77.765,852
867,318,Columbus,Baby,51,Bo,143,37,1707,920.69,2,5.367924528,46.13513514,903
869,25,Columbus,Alcohol,12,Bo,12,11,627.53,278.11,20,25.1012,57.04818182,444
870,226,Honolulu,Alcohol,44,Bo,83,16,1352.21,590.22,9,5.983230088,84.513125,633
872,136,Seattle,Shoes,39,Bo,76,22,1099.22,545.66,1,8.0825,49.96454545,730
873,186,Columbus,Alcohol,40,Bo,87,23,1544.22,581.34,10,8.302258065,67.14,510
874,171,Seattle,Frozenfood,34,Bo,58,16,1519.23,489.28,5,8.884385965,94.951875,425
875,284,Columbus,Frozenfood,53,Bo,142,26,1662.37,896.38,8,5.853415493,63.93730769,751
876,135,Denver,Alcohol,36,Bo,64,9,1090.47,618.85,2,8.077555556,121.1633333,752
877,19,Seattle,Shoes,12,Veina,15,10,958.94,334.42,5,50.47052632,95.894,559
878,42,SanDiego,Baby,23,Bo,30,8,849.7,290.79,4,20.23095238,106.2125,307
879,120,Boston,Frozenfood,29,Tanvi,67,32,1244.61,518.59,2,10.37175,38.8940625,585
880,111,ColoradoSprings,Alcohol,40,Nilima,72,18,1182.96,637.56,1,10.6572973,65.72,693
881,247,Honolulu,Alcohol,58,Bo,129,30,1441.37,474.14,2,5.835506073,48.04566667,455
882,460,ColoradoSprings,Alcohol,56,Bo,165,34,1946.36,963.14,5,4.231217391,57.24588235,637
883,396,Columbus,Pets,51,Bo,121,46,1768.62,678.97,1,4.466212121,38.44826087,473
884,217,Orlando,Alcohol,51,Bo,112,34,1533.75,618.38,4,7.06797235,45.11029412,621
885,216,Denver,Alcohol,43,Bo,72,25,1339,792.64,1,6.199074074,53.56,856
886,124,Boston,Alcohol,29,Bo,30,24,978.19,397.02,6,7.888629032,40.75791667,510
887,10,Denver,Baby,8,Nilima,8,3,567.56,228.94,36,56.756,189.1866667,502
888,123,Columbus,Alcohol,42,Bo,61,15,1284.74,627.77,2,10.44504065,85.64933333,605
889,262,Columbus,Alcohol,53,Bo,125,30,1426.11,546.65,10,5.443167939,47.537,752
890,321,Seattle,Frozenfood,47,Bo,116,21,1768.8,712.43,3,5.510280374,84.22857143,734
891,72,Boston,Baby,29,Bo,48,10,993.11,460.87,7,13.79319444,99.311,586
892,25,ColoradoSprings,Baby,16,Bo,21,10,668.98,183.41,2,26.7592,66.898,423
893,72,Boston,Packagedfood,23,Bo,43,16,1017.83,435.42,2,14.13652778,63.614375,324
894,195,ColoradoSprings,Clothes,36,Nilima,68,15,1291.76,505.34,6,6.624410256,86.11733333,526
895,223,Boston,Alcohol,42,Bo,105,16,1419.69,762.53,10,6.36632287,88.730625,628
897,170,Boston,Bakery,36,Bo,97,25,1502.77,661.56,8,8.839823529,60.1108,771
898,90,Orlando,Alcohol,34,Bo,50,29,903.68,458.04,3,10.04088889,31.16137931,598
900,120,Denver,Alcohol,37,Bo,68,19,1085.21,567.25,5,9.043416667,57.11631579,656
901,522,Denver,Alcohol,52,Bo,141,18,1844.92,845.38,2,3.534329502,102.4955556,532
902,163,SanDiego,Alcohol,34,Bo,87,17,1337.41,651.48,3,8.204969325,78.67117647,812
903,349,Columbus,Alcohol,44,Bo,114,32,1646.27,765.44,2,4.717106017,51.4459375,741
904,71,Seattle,Baby,21,Bo,24,10,971.65,426.44,5,13.68521127,97.165,734
905,341,Orlando,Pets,52,Bo,133,18,1857.49,932.45,9,5.447184751,103.1938889,769
906,258,Honolulu,Shoes,52,Bo,118,60,1374.49,646.5,1,5.32748062,22.90816667,670
907,135,Boston,Shoes,39,Nilima,72,16,1340.08,705.41,22,9.926518519,83.755,873
908,130,Jersey,Shoes,35,Veina,79,9,1209.79,684.86,31,9.306076923,134.4211111,809
909,136,Orlando,Packagedfood,40,Bo,67,11,1282.48,619.95,1,9.43,116.5890909,763
910,329,Boston,Alcohol,49,Medeia,134,24,1665.64,742.62,1,5.062735562,69.40166667,647
911,221,Boston,Alcohol,33,Bo,92,25,1481.36,686.85,4,6.702986425,59.2544,668
912,271,Seattle,Shoes,48,Nilima,160,19,1694.94,449.51,1,6.254391144,89.20736842,372
913,188,Seattle,Baby,38,Nilima,76,31,1469.48,736.29,5,7.816382979,47.40258065,796
914,204,Columbus,Alcohol,45,Bo,80,39,1505.32,620.63,3,7.379019608,38.59794872,416
915,90,Columbus,Alcohol,32,Bo,35,15,1269.06,529.65,2,14.10066667,84.604,593
916,174,Seattle,Frozenfood,36,Nilima,79,29,1363.67,589.21,1,7.837183908,47.02310345,635
917,85,Seattle,Frozenfood,36,Bo,55,12,1061.69,634.56,10,12.49047059,88.47416667,727
918,89,Columbus,Alcohol,29,Nilima,46,10,1146.88,615.54,11,12.88629213,114.688,560
919,105,Seattle,Alcohol,28,Nilima,50,20,1048.53,472.82,5,9.986,52.4265,684
920,49,Seattle,Baby,23,Veina,33,11,941.69,591.36,7,19.21816327,85.60818182,763
921,205,Columbus,Frozenfood,49,Bo,88,28,1377.03,586.46,2,6.717219512,49.17964286,667
922,26,Seattle,Beverages,11,Bo,11,15,749.32,561.44,13,28.82,49.95466667,875
923,201,Columbus,Alcohol,37,Bo,99,29,1430.68,676.85,1,7.117810945,49.3337931,750
924,464,Jersey,Alcohol,50,Bo,125,43,2016.98,795.11,1,4.346939655,46.90651163,685
925,253,Jersey,Packagedfood,47,Bo,120,13,1797.86,731.67,1,7.106166008,138.2969231,572
926,121,Honolulu,Frozenfood,37,Bo,67,18,1420.18,828.05,6,11.73702479,78.89888889,631
927,385,Orlando,Alcohol,49,Bo,145,36,1691.5,793.23,2,4.393506494,46.98611111,479
928,116,ColoradoSprings,Alcohol,35,Nilima,65,14,1098.7,576.87,1,9.471551724,78.47857143,538
929,133,Boston,Alcohol,35,Moone,79,11,1176.34,550.43,2,8.844661654,106.94,696
930,199,Columbus,Shoes,44,Nilima,88,28,1342.13,796.9,2,6.744371859,47.93321429,890
931,45,SanDiego,Alcohol,22,Alekto,40,9,924.44,376.99,34,20.54311111,102.7155556,622
932,350,Boston,Alcohol,57,Bo,140,24,1753.91,779.29,2,5.011171429,73.07958333,730
933,457,Boston,Shoes,59,Nilima,171,30,2067.68,819.45,2,4.524463895,68.92266667,685
934,122,Columbus,Shoes,34,Nilima,61,20,1301.51,819.71,4,10.66811475,65.0755,855
935,85,Columbus,Baby,31,Veina,55,7,1081.49,648.12,1,12.72341176,154.4985714,723
936,93,Columbus,Frozenfood,26,Bo,44,13,1065.55,406.54,6,11.45752688,81.96538462,577
937,99,SanDiego,Baby,27,Veina,48,12,1393.94,653.12,2,14.08020202,116.1616667,825
938,232,ColoradoSprings,Alcohol,48,Bo,112,30,1446.04,699.67,1,6.232931034,48.20133333,646
939,115,SanDiego,Shoes,29,Bo,65,13,1223.67,525.08,2,10.6406087,94.12846154,735
940,61,Seattle,Frozenfood,23,Veina,47,20,1105.08,568.54,7,18.11606557,55.254,909
941,45,ColoradoSprings,Shoes,23,Nilima,25,9,747.85,519.19,1,16.61888889,83.09444444,865
942,234,Columbus,Shoes,47,Bo,91,38,1523.93,599.82,2,6.512521368,40.10342105,632
943,414,Orlando,Frozenfood,56,Medeia,159,26,2030.13,978.68,9,4.903695652,78.08192308,865
945,465,SanDiego,Alcohol,46,Bo,110,24,1881.88,829.86,7,4.047053763,78.41166667,703
946,421,Boston,Alcohol,48,Bo,159,38,1683.29,772.04,2,3.998313539,44.29710526,725
947,110,Boston,Clothes,21,Bo,34,6,1235.79,555.92,9,11.23445455,205.965,509
949,302,Jersey,Baby,51,Veina,114,29,1756.43,717.14,2,5.815993377,60.56655172,629
950,41,Honolulu,Alcohol,16,Nilima,26,11,771.29,426.63,7,18.81195122,70.11727273,515
951,516,Honolulu,Alcohol,61,Bo,181,24,2111.29,1069.69,7,4.091647287,87.97041667,728
954,151,SanDiego,Shoes,42,Nilima,85,20,1313.45,501.45,2,8.698344371,65.6725,747
955,89,ColoradoSprings,Freshfood,22,Bo,26,17,1388.39,676.6,5,15.59988764,81.67,740
956,257,Boston,Alcohol,46,Nilima,129,23,1610.52,833.21,6,6.266614786,70.0226087,911
957,50,Seattle,Shoes,20,Nilima,34,17,883.78,516.2,2,17.6756,51.98705882,649
958,190,ColoradoSprings,Baby,45,Bo,99,27,1503.41,491.61,1,7.912684211,55.68185185,483
959,4,Denver,Baby,3,Veina,3,1,465.77,443.34,1,116.4425,465.77,747
960,10,Seattle,Alcohol,6,Veina,8,5,493.49,389.45,5,49.349,98.698,663
961,34,Honolulu,Baby,14,Alekto,17,11,803.41,321.53,5,23.62970588,73.03727273,606
962,297,Jersey,Baby,58,Moone,133,10,1577.62,756.82,3,5.311851852,157.762,790
963,220,ColoradoSprings,Shoes,39,Bo,98,24,1440.89,537.36,3,6.5495,60.03708333,704
965,160,Denver,Shoes,44,Bo,89,15,1350.14,288.69,3,8.438375,90.00933333,361
966,254,Honolulu,Alcohol,51,Bo,118,17,1517.3,319.62,19,5.973622047,89.25294118,131
967,142,Columbus,Shoes,29,Nilima,59,17,1366.13,628.52,7,9.620633803,80.36058824,570
968,452,Columbus,Alcohol,58,Bo,170,43,1679.28,603.1,1,3.715221239,39.05302326,415
969,152,Seattle,Frozenfood,33,Bo,58,13,1433.95,804.22,3,9.433881579,110.3038462,777
970,383,Columbus,Baby,51,Bo,96,24,1676.5,750.7,1,4.377284595,69.85416667,853
971,348,Seattle,Alcohol,39,Bo,94,49,1564.32,774.54,1,4.495172414,31.92489796,530
972,382,Boston,Alcohol,49,Nilima,152,32,1756.83,848.3,1,4.599031414,54.9009375,911
974,472,Seattle,Shoes,52,Bo,187,21,1956.01,912.29,3,4.144088983,93.14333333,512
975,205,Seattle,Frozenfood,38,Bo,87,28,1464.15,651,1,7.142195122,52.29107143,819
976,130,Seattle,Frozenfood,33,Veina,73,11,1388.57,442.34,4,10.68130769,126.2336364,456
977,81,Boston,Shoes,32,Veina,51,14,1072.7,499.72,3,13.24320988,76.62142857,580
978,581,Boston,Baby,63,Medeia,225,57,2182.43,948.36,1,3.756333907,38.28824561,681
979,118,Seattle,Shoes,38,Nilima,73,13,1272.65,414.41,1,10.78516949,97.89615385,496
980,198,Jersey,Shoes,44,Nilima,88,10,1372.3,756.91,7,6.930808081,137.23,788
982,181,Orlando,Shoes,47,Bo,93,16,1420.36,813.57,5,7.847292818,88.7725,891
983,408,Jersey,Packagedfood,66,Bo,152,41,1880.88,683.35,4,4.61,45.87512195,556
984,139,Columbus,Alcohol,41,Bo,86,18,1299.17,672.17,1,9.346546763,72.17611111,775
985,25,Boston,Packagedfood,13,Veina,17,10,774.04,302.06,4,30.9616,77.404,417
986,102,Honolulu,Frozenfood,33,Bo,71,18,1186.07,585.47,3,11.62813725,65.89277778,747
987,140,Orlando,Shoes,43,Bo,73,9,1288.78,716.05,6,9.205571429,143.1977778,891
988,238,Orlando,Alcohol,48,Nilima,134,13,1564.73,554.16,2,6.574495798,120.3638462,662
989,145,SanDiego,Bakery,38,Veina,73,38,1376.81,697.38,1,9.495241379,36.23184211,620
990,206,Columbus,Bakery,33,Nilima,94,38,1500.67,576.23,1,7.284805825,39.49131579,533
991,105,Honolulu,Baby,32,Bo,42,12,1210.77,535.62,2,11.53114286,100.8975,580
992,75,Columbus,Shoes,29,Bo,42,10,979.79,451.42,2,13.06386667,97.979,735
993,133,Columbus,Freshfood,27,Bo,37,15,1435.02,588.41,4,10.78962406,95.668,471
994,221,Jersey,Alcohol,37,Veina,93,27,1543.92,741.18,1,6.986063348,57.18222222,800
995,592,Columbus,Alcohol,63,Bo,222,70,1742.18,716.34,1,2.942871622,24.88828571,488
996,148,ColoradoSprings,Clothes,32,Veina,42,21,1409.07,620.27,1,9.520743243,67.09857143,629
997,44,Boston,Alcohol,20,Bo,34,8,882.19,203.52,1,20.04977273,110.27375,597
998,45,Denver,Baby,23,Bo,28,5,922.33,619.57,17,20.49622222,184.466,767
999,193,ColoradoSprings,Shoes,45,Bo,95,24,1483.19,755.46,19,7.68492228,61.79958333,952
1000,307,Orlando,Freshfood,47,Bo,131,11,1560.89,708.08,14,5.084332248,141.8990909,687
1001,73,Jersey,Alcohol,26,Nilima,44,7,930.51,389.06,1,12.74671233,132.93,567
1002,182,Seattle,Frozenfood,38,Bo,72,16,1470.81,831.21,3,8.081373626,91.925625,777
1003,30,Jersey,Packagedfood,11,Veina,13,11,646.6,338.16,4,21.55333333,58.78181818,594
1004,120,Seattle,Frozenfood,35,Bo,58,9,1345.63,606.86,20,11.21358333,149.5144444,692
1005,187,Seattle,Pets,42,Bo,99,29,1419.97,688.39,1,7.59342246,48.96448276,841
1006,58,Seattle,Baby,23,Nilima,37,10,1024.73,304.24,5,17.66775862,102.473,302
1007,65,Seattle,Baby,26,Bo,41,9,996.03,476.46,8,15.32353846,110.67,682
1008,36,Boston,Packagedfood,16,Bo,18,10,664.96,418.43,3,18.47111111,66.496,683
1009,78,Jersey,Alcohol,26,Bo,41,17,1061.24,323.99,4,13.60564103,62.42588235,578
1010,28,Jersey,Baby,13,Veina,23,9,1010.19,432.46,2,36.07821429,112.2433333,619
1012,452,Boston,Alcohol,57,Bo,140,36,2007.18,933.78,2,4.440663717,55.755,715
1013,58,Columbus,Alcohol,20,Medeia,45,9,983.3,625,9,16.95344828,109.2555556,699
1014,84,Columbus,Alcohol,16,Bo,24,12,1280.57,623.73,7,15.24488095,106.7141667,679
1015,327,Honolulu,Packagedfood,50,Bo,153,43,1621.24,583.89,1,4.957920489,37.70325581,535
1016,168,ColoradoSprings,Shoes,43,Veina,82,13,1363.81,573.27,5,8.117916667,104.9084615,757
1017,65,ColoradoSprings,Alcohol,23,Bo,40,5,858.05,572.89,1,13.20076923,171.61,743
1019,140,Honolulu,Frozenfood,26,Bo,42,15,1241.82,565.16,7,8.870142857,82.788,734
1020,227,Seattle,Bakery,48,Bo,110,16,1910.34,768.96,2,8.415594714,119.39625,485
1021,228,Columbus,Alcohol,42,Nilima,103,39,1603.81,958.04,1,7.034254386,41.12333333,972
1022,574,Boston,Alcohol,49,Bo,150,34,1989.37,954.84,2,3.465801394,58.51088235,691
1023,244,Boston,Bakery,50,Bo,140,27,1705.82,932.52,4,6.991065574,63.17851852,899
1024,13,Boston,Baby,11,Veina,9,4,598.15,271.44,16,46.01153846,149.5375,465
1025,78,Orlando,Freshfood,33,Bo,55,21,1026.4,584.4,2,13.15897436,48.87619048,836
1026,467,Orlando,Alcohol,51,Bo,144,26,1946.16,757.61,2,4.167366167,74.85230769,585
1027,86,Columbus,Alcohol,34,Bo,55,16,1072.8,454.73,4,12.4744186,67.05,414
1028,153,ColoradoSprings,Packagedfood,38,Bo,73,14,1376.16,624.62,4,8.994509804,98.29714286,575
1030,100,ColoradoSprings,Beverages,32,Bo,60,4,1075.31,431.01,21,10.7531,268.8275,568
1031,18,SanDiego,Beverages,12,Veina,16,6,724.91,561.57,16,40.27277778,120.8183333,818
1032,133,Orlando,Shoes,44,Bo,75,9,1207.6,497.22,11,9.079699248,134.1777778,552
1033,60,ColoradoSprings,Frozenfood,25,Veina,36,15,991.45,445.18,3,16.52416667,66.09666667,809
1034,132,Seattle,Bakery,32,Bo,58,31,1301.44,582.81,4,9.859393939,41.98193548,602
1035,8,Columbus,Pets,5,Veina,6,3,620.48,223.54,15,77.56,206.8266667,565
1036,96,Seattle,Frozenfood,34,Veina,57,11,1267.32,499.81,2,13.20125,115.2109091,489
1037,97,Columbus,Baby,30,Bo,70,14,1111.34,302.13,15,11.4571134,79.38142857,220
1039,57,SanDiego,Shoes,20,Kellest,31,17,789.67,147.21,25,13.85385965,46.45117647,368
1040,218,Jersey,Alcohol,35,Bo,60,18,1413.92,654.26,5,6.48587156,78.55111111,706
1042,203,Denver,Frozenfood,43,Bo,83,11,1446.31,765.02,2,7.124679803,131.4827273,674
1043,217,Seattle,Alcohol,41,Bo,92,17,1506.11,651.66,2,6.940599078,88.59470588,709
1044,85,SanDiego,Baby,26,Moone,48,11,1021.4,541.94,26,12.01647059,92.85454545,828
1045,66,Columbus,Alcohol,30,Bo,45,7,944.8,376.67,4,14.31515152,134.9714286,561
1046,32,Columbus,Pets,21,Bo,21,6,735.42,521.8,4,22.981875,122.57,717
1047,93,Columbus,Clothes,25,Bo,45,14,1047.84,645.31,1,11.26709677,74.84571429,979
1048,497,Boston,Alcohol,47,Bo,174,48,1888.71,834.97,1,3.800221328,39.348125,675
1049,148,ColoradoSprings,Baby,35,Bo,53,40,1139.18,626.33,3,7.697162162,28.4795,774
1050,175,Denver,Baby,43,Nilima,97,15,1390.06,568.86,3,7.9432,92.67066667,542
1051,403,Seattle,Packagedfood,49,Veina,135,55,1698.67,781.88,7,4.215062035,30.88490909,833
1052,139,ColoradoSprings,Shoes,42,Bo,87,25,1219.34,624.15,14,8.772230216,48.7736,628
1053,92,Seattle,Baby,29,Bo,36,34,1164.19,671.43,1,12.65423913,34.24088235,799
1054,345,Seattle,Alcohol,53,Nilima,150,34,1736.29,694.15,2,5.032724638,51.06735294,720
1056,137,Honolulu,Alcohol,42,Bo,80,16,1305.51,774.28,5,9.529270073,81.594375,798
1057,266,Honolulu,Frozenfood,52,Bo,128,24,1560.15,579.5,8,5.865225564,65.00625,713
1058,246,Columbus,Baby,54,Bo,125,49,1565.85,767.62,3,6.365243902,31.95612245,1035
1059,221,Seattle,Shoes,47,Bo,92,26,1466.19,734.04,2,6.634343891,56.39192308,881
1060,164,Seattle,Alcohol,30,Bo,59,23,1610.33,523.18,8,9.819085366,70.01434783,421
1061,169,Jersey,Alcohol,44,Nilima,89,15,1350.62,528.17,12,7.99183432,90.04133333,464
1062,392,Honolulu,Packagedfood,51,Nilima,166,36,1808.78,584.39,3,4.614234694,50.24388889,449
1063,186,Orlando,Alcohol,46,Bo,90,17,1358.76,555.04,1,7.30516129,79.92705882,496
1064,137,Columbus,Alcohol,33,Veina,58,12,1242.36,678.7,6,9.068321168,103.53,797
1065,207,Columbus,Shoes,46,Bo,108,11,1427.73,645.52,5,6.897246377,129.7936364,774
1067,125,Seattle,Shoes,37,Bo,74,11,1315.49,651.76,3,10.52392,119.59,667
1068,37,Seattle,Pets,15,Bo,24,7,844.94,568.9,8,22.83621622,120.7057143,629
1069,114,Orlando,Shoes,36,Nilima,58,10,1163.03,594.44,3,10.20201754,116.303,634
1070,245,SanDiego,Alcohol,42,Bo,94,15,1600.9,718.66,1,6.534285714,106.7266667,716
1071,351,Orlando,Shoes,59,Bo,157,17,1657.47,937.88,7,4.722136752,97.49823529,743
1072,481,Seattle,Alcohol,54,Bo,170,40,1933.62,939.41,2,4.02,48.3405,769
1073,120,Seattle,Frozenfood,32,Bo,61,16,1203.24,364.98,1,10.027,75.2025,420
1074,190,Columbus,Shoes,47,Bo,90,28,1607.59,776.11,3,8.461,57.41392857,754
1075,81,Boston,Baby,30,Bo,34,8,1192.28,460.01,15,14.71950617,149.035,452
1076,229,ColoradoSprings,Shoes,45,Bo,104,14,1494.84,671.72,1,6.52768559,106.7742857,681
1077,60,ColoradoSprings,Shoes,24,Veina,42,5,966.95,578.13,13,16.11583333,193.39,763
1078,21,Seattle,Baby,11,Bo,17,6,632.86,832.74,16,30.13619048,105.4766667,1068
1079,203,Boston,Shoes,36,Medeia,71,43,1493.91,738.96,1,7.359162562,34.74209302,748
1080,160,Orlando,Frozenfood,47,Medeia,91,8,1458.92,358.07,1,9.11825,182.365,473
1081,376,Honolulu,Alcohol,59,Bo,137,19,1679.88,729.09,7,4.467765957,88.41473684,688
1082,88,Seattle,Frozenfood,23,Bo,46,11,1084.81,598.79,19,12.32738636,98.61909091,772
1083,301,Jersey,Shoes,53,Bo,160,17,1531.22,766.63,8,5.087109635,90.07176471,813
1085,58,Columbus,Baby,23,Nilima,40,15,902.11,341.48,7,15.55362069,60.14066667,606
1086,232,Orlando,Clothes,48,Bo,108,14,1461.76,718.54,8,6.300689655,104.4114286,913
1087,368,Denver,Baby,62,Bo,169,32,1827.49,228.88,3,4.966005435,57.1090625,43
1088,64,Seattle,Alcohol,27,Nilima,40,11,960.91,418.09,3,15.01421875,87.35545455,643
1089,516,Jersey,Alcohol,59,Bo,204,29,2055.1,686.04,4,3.982751938,70.86551724,451
1090,112,Boston,Bakery,30,Veina,64,32,1284,596.87,2,11.46428571,40.125,561
1091,104,Columbus,Alcohol,30,Bo,66,17,1144.28,538.1,2,11.00269231,67.31058824,507
1092,445,Columbus,Packagedfood,61,Bo,185,37,1981.7,1030.69,3,4.453258427,53.55945946,958
1093,438,Columbus,Alcohol,59,Bo,147,33,1723.4,668.8,4,3.934703196,52.22424242,362
1094,169,Jersey,Alcohol,38,Bo,73,26,1332.46,702.96,7,7.884378698,51.24846154,698
1095,210,Columbus,Alcohol,44,Bo,104,46,1362.82,511.38,3,6.489619048,29.62652174,519
1096,117,Seattle,Frozenfood,27,Nilima,47,12,1270.88,607.12,5,10.86222222,105.9066667,674
1097,159,Jersey,Pets,41,Nilima,65,20,1255.55,436.87,3,7.896540881,62.7775,503
1098,132,Seattle,Clothes,30,Tanvi,58,12,1341.61,591.43,5,10.16371212,111.8008333,587
1099,85,Boston,Alcohol,29,Nilima,60,9,1169.81,536.71,9,13.76247059,129.9788889,674
1100,196,Jersey,Shoes,50,Bo,88,16,1385.75,643.6,6,7.070153061,86.609375,637
1102,186,Honolulu,Beverages,42,Bo,92,11,1362.28,511.35,12,7.324086022,123.8436364,503
1103,154,Orlando,Alcohol,40,Nilima,82,20,1250.57,654.98,5,8.120584416,62.5285,699
1104,104,Seattle,Bakery,32,Bo,62,36,1336.06,532.74,4,12.84673077,37.11277778,638
1105,284,Denver,Packagedfood,48,Bo,103,55,1566.02,702.55,1,5.51415493,28.47309091,633
1106,173,SanDiego,Frozenfood,39,Bo,83,12,1426.17,678.19,1,8.243757225,118.8475,710
1107,264,Denver,Alcohol,36,Medeia,82,24,1572.28,796.96,4,5.955606061,65.51166667,704
1109,231,Seattle,Frozenfood,48,Bo,124,33,1467.88,785.77,4,6.354458874,44.48121212,1007
1110,168,Honolulu,Alcohol,36,Bo,82,24,1282.46,731.26,1,7.633690476,53.43583333,948
1111,531,Columbus,Alcohol,55,Bo,185,17,2004.42,927.64,7,3.77480226,117.9070588,615
1112,198,Boston,Shoes,41,Bo,79,23,1410.65,615.66,2,7.124494949,61.3326087,586
1113,35,Denver,Pets,17,Bo,30,5,823.53,579.8,15,23.52942857,164.706,774
1114,168,Seattle,Alcohol,40,Bo,86,12,1373.96,605.6,1,8.178333333,114.4966667,583
1115,64,Honolulu,Clothes,27,Bo,44,6,1068.24,637.62,1,16.69125,178.04,749
